name,N,J,noise,periodic,beta,gamma,mean_degree,r_mean,alpha,Tc,participation_fraction,avg_internal_degree,n_components,largest_component_fraction
SD,500,1.0,1e-10,False,6.410000000000004,6.01,20,0.5170951055022024,1.5980550016859365,36.43400064557432,0.0930616357826897,22.68,1,1.0
SD,500,1.0,1e-10,False,6.610000000000004,6.01,20,0.5500251209451162,1.5972472127132689,35.874884039075596,0.0991311252616059,23.0,1,1.0
SD,500,1.0,1e-10,False,6.610000000000004,6.01,20,0.5048916639511659,1.592378717811695,34.80758947547982,0.0913843669456755,23.32,1,1.0
SD,500,1.0,1e-10,False,6.610000000000004,6.01,20,0.4946147188004107,1.5857911668462994,31.868101688592336,0.0885654048032359,22.84,1,1.0
SD,500,1.0,1e-10,False,6.610000000000004,6.01,20,0.5129594164648374,1.5874963764586751,33.55950757669832,0.14911499890088,19.48,1,1.0
SD,500,1.0,1e-10,False,6.810000000000004,6.01,20,0.5073802360146601,1.5711903675224277,28.37218536186561,0.0813974465898092,19.28,1,1.0
SD,500,1.0,1e-10,False,6.810000000000004,6.01,20,0.4936078667198965,1.5927021746688486,35.74953657968833,0.0706151542175621,23.04,1,1.0
SD,500,1.0,1e-10,False,6.810000000000004,6.01,20,0.4910215327723736,2.999959354913455,0.0411588525796312,0.1004246251059405,22.64,1,1.0
SD,500,1.0,1e-10,False,6.810000000000004,6.01,20,0.5137076195319171,1.5935779420933571,36.26817665564752,0.0919392997314774,24.16,1,1.0
SD,500,1.0,1e-10,False,7.010000000000004,6.01,20,0.4914625940937511,1.6089999532307395,45.29582746309676,0.0900357060005594,29.08,1,1.0
SD,500,1.0,1e-10,False,7.010000000000004,6.01,20,0.5111094817023597,1.6032984310659804,40.97713006484574,0.0962777668317794,27.4,1,1.0
SD,500,1.0,1e-10,False,7.010000000000004,6.01,20,0.5337110188668801,1.6195621949267571,26.228418411405812,0.1008206433130845,19.96,1,1.0
SD,500,1.0,1e-10,False,7.010000000000004,6.01,20,0.5178841077557516,1.5949550984836482,36.27673235298667,0.0786101226115095,24.08,1,1.0
SD,500,1.0,1e-10,False,7.210000000000004,6.01,20,0.4961258356321803,1.60165062724294,39.45624779280669,0.0835361886749701,26.0,1,1.0
SD,500,1.0,1e-10,False,7.210000000000004,6.01,20,0.5310568023010082,1.5952230073025375,35.88699325781197,0.1051635780395598,23.24,1,1.0
SD,500,1.0,1e-10,False,7.210000000000004,6.01,20,0.4941059531185938,2.1122759818614467,15.608366923471271,0.0808623777382035,21.48,1,1.0
