run_id,name,N,J,noise,periodic,beta,gamma,mean_degree,first_moment,second_moment,r_mean,dyson_beta,alpha,Tc,gap0,ipr,participation_fraction,avg_internal_degree,n_components,largest_component_fraction
20260428_195630_915305,SD,4000,1.0,1e-10,False,10.01,8.01,15,14.158,219.016,0.3881348596375441,-0.16011018212822986,1.5869984742431777,33.48788553479412,2002.8992369846062,0.029562485538526598,0.00845666375630674,14.165,12,0.8075
20260428_195648_842417,SD,4000,1.0,1e-10,False,10.01,8.01,15,14.008,213.5875,0.3914108100775125,-0.11737852246312168,1.5644266534459772,25.936593907148776,54.788971159066456,0.025479346052813392,0.009811868777236353,15.345,2,0.9775
20260428_195703_694407,SD,4000,1.0,1e-10,False,10.01,8.01,15,14.2645,224.3745,0.3791926540851852,-0.16083191865308688,1.5835843376475514,32.39018974528628,1128.2631894574297,0.031023469855983983,0.00805841516634151,15.255,3,0.915
20260428_195718_310655,SD,3870,1.0,1e-10,False,10.01,8.01,15,14.236692506459947,222.51834625322996,0.38888384233668644,-0.138754506264827,1.5832050538222822,31.671167355733118,1724.1267045944837,0.03269821365712644,0.007902509156191189,13.080103359173126,19,0.8010335917312662
20260428_195736_330861,SD,4000,1.0,1e-10,False,10.01,8.01,15,14.101,218.297,0.38801399181693463,-0.16028158449483132,1.6064607528722437,21.855172750444616,14.664543629302806,0.030315472864312545,0.008246613903037636,15.735,3,0.79
20260428_195751_851923,SD,4000,1.0,1e-10,False,10.01,8.01,15,14.1115,218.2645,0.3904807854954745,-0.10539636570443962,1.5720733679725605,26.667439725217886,40.593574064423386,0.035917947828821996,0.006960308567500897,15.49,2,0.965
20260428_195812_097444,SD,4000,1.0,1e-10,False,10.01,8.01,15,14.201,222.196,0.3915350199562528,-0.12980197024092044,1.5752638891392752,30.056822356970876,521.1117326751269,0.03492938016148411,0.007157298493251528,15.385,1,1.0
20260428_195826_089952,SD,4000,1.0,1e-10,False,10.01,8.01,15,13.948,212.1735,0.39686381281276834,-0.10456638586301564,1.5797121624636064,30.110054444763666,1301.1424031411486,0.0330891356873494,0.007555349960246309,13.97,8,0.9025
20260428_201440_256725,SD,3991,1.0,1e-10,False,1.21,2.21,15,15.747932848910047,1517.4036582310198,0.5213719015550077,0.9842045325844515,1.6038201263697875,93.79053943193117,11954.131684248316,0.017352615871403767,0.014439538703325665,31.724310776942357,1,1.0
20260428_201455_705910,SD,3994,1.0,1e-10,False,1.21,2.21,15,15.904857285928893,1503.7716574862293,0.5370436853502046,0.9191945607543258,1.6037754518341305,92.9457673746454,11996.606610925537,0.01618876675582341,0.015466005973243924,31.505,1,1.0
20260428_201511_509633,SD,3996,1.0,1e-10,False,1.21,2.21,15,15.841841841841841,1532.0095095095096,0.5306789238635423,0.7532106510302778,1.6038563538506778,95.50337399614988,12314.344018454394,0.017218059363160645,0.014534172810768664,32.15,1,1.0
20260428_201527_975060,SD,3992,1.0,1e-10,False,1.21,2.21,15,15.960420841683367,1501.7700400801602,0.5280113609193383,0.8743987258026246,1.6038117277108876,94.14286086277035,12955.008773299885,0.01699805533447925,0.014737038859726851,31.515,1,1.0
20260428_201542_724833,SD,3991,1.0,1e-10,False,1.21,2.21,15,15.866700075169131,1501.0373340015035,0.5296978137234079,0.80266018303023,1.6038050448037202,93.44845447986272,13135.840900105732,0.018440531509160092,0.013587665212069059,31.343358395989974,1,1.0
20260428_201604_501491,SD,3994,1.0,1e-10,False,1.21,2.21,15,15.785177766649975,1507.2263395092639,0.5315072793316199,0.8811451782592891,1.6037867735091216,92.87257196517018,11876.903263213793,0.01601580975464561,0.015633025565403746,31.725,1,1.0
20260428_201624_185031,SD,3989,1.0,1e-10,False,1.21,2.21,15,15.907746302331411,1531.139633993482,0.5319660089831735,0.8816679239208736,1.60382409985058,94.3660596741904,12398.110232568932,0.01852001058422419,0.013536136747788878,31.44360902255639,1,1.0
20260428_201641_286640,SD,3993,1.0,1e-10,False,1.21,2.21,15,15.827698472326572,1484.0240420736288,0.5240333273232605,0.7519683274761783,1.6037708362590084,92.44847212637113,11953.942287809301,0.01698800563826353,0.014742064036234435,31.565,1,1.0
20260428_201658_527548,SD,3992,1.0,1e-10,False,1.21,2.21,15,15.67434869739479,1464.4168336673347,0.5383360563348365,0.7506426037192453,1.6037871434727482,92.30397960333762,12579.1087148443,0.017246925893824355,0.014524385594635475,30.9,1,1.0
20260428_201715_024936,SD,3998,1.0,1e-10,False,1.21,2.21,15,15.876438219109556,1491.4982491245623,0.5272341219789235,1.0689118913563933,1.6037902327439801,93.16918004684804,12353.276884195151,0.01837838150639591,0.013609743733103969,31.11,1,1.0
20260428_201731_065328,SD,3992,1.0,1e-10,False,1.21,2.21,15,15.684869739478957,1483.7089178356714,0.528230400775718,0.7890382495755079,1.6038098399997494,93.5305457789475,11722.574543128942,0.015591341873155386,0.01606667367324628,32.125,1,1.0
20260428_201745_477921,SD,3987,1.0,1e-10,False,1.21,2.21,15,15.881113619262603,1493.8776022071734,0.5323225087092257,0.9843097323255133,1.603807690851968,93.70727151808182,11912.40119285389,0.017300791014560578,0.01449732263824957,31.849624060150376,1,1.0
20260428_201800_162812,SD,3994,1.0,1e-10,False,1.21,2.21,15,15.8542814221332,1490.3815723585378,0.5356542610084227,0.7391624767162076,1.6037850266090306,93.10607454791524,12410.05986084488,0.016828419513795722,0.014878138920875063,31.495,1,1.0
20260428_201815_184856,SD,3990,1.0,1e-10,False,1.21,2.21,15,15.781453634085214,1526.764411027569,0.5178880126695442,0.7094752589580039,1.6038355409163183,94.36785068490424,13113.523154718057,0.015427532317254935,0.01624540861507233,32.18045112781955,1,1.0
20260428_201829_079413,SD,3997,1.0,1e-10,False,1.21,2.21,15,15.734300725544157,1458.9422066549912,0.5410085718908754,1.1229951870179085,1.6037936286840526,92.83979718167704,12502.482582450248,0.01791261793357516,0.013967117573674125,31.185,1,1.0
20260428_201842_922912,SD,3992,1.0,1e-10,False,1.21,2.21,15,15.78256513026052,1478.4649298597194,0.5255296707382259,0.6911361780289115,1.6037853776409394,92.76356464685593,12370.818475379241,0.016544726185359186,0.015140836977143943,32.045,1,1.0
20260428_202221_320106,SD,3993,1.0,1e-10,False,1.21,2.21,15,15.829701978462309,1477.3328324567995,0.528828591816205,0.8610210068167066,1.6037475151646303,91.87256569093478,11858.04784391337,0.016646909096814887,0.015044130145163695,30.78,1,1.0
20260428_202245_890221,SD,3990,1.0,1e-10,False,1.21,2.21,15,15.776441102756893,1473.4551378446115,0.5385206340451335,0.976138688504045,1.6038078799544258,93.4501367745263,12628.88797430757,0.01651039766300391,0.015179923072212725,31.949874686716793,1,1.0
20260428_202300_238831,SD,3990,1.0,1e-10,False,1.21,2.21,15,15.986967418546365,1509.9092731829573,0.5303341448009399,0.6537830139700741,1.6037809858502474,93.26630082374446,12488.082529830364,0.016242326568785125,0.015430459753081186,31.779448621553886,1,1.0
20260428_202313_984999,SD,3989,1.0,1e-10,False,1.21,2.21,15,15.893206317372774,1535.19578841815,0.5331736803971493,0.9394830945998404,1.6038907814822294,96.19360503870818,13801.089344605714,0.019837159165023488,0.012637363735053704,31.43859649122807,1,1.0
20260428_202327_493851,SD,3989,1.0,1e-10,False,1.21,2.21,15,15.895211832539484,1496.6954123840562,0.5287505928114834,0.8711616527146469,1.603786683350637,93.03438937912595,12033.370048015799,0.017141329296356013,0.014624851521395648,31.152882205513784,1,1.0
20260428_202341_344926,SD,3996,1.0,1e-10,False,1.21,2.21,15,15.773773773773774,1526.5465465465466,0.533349041074874,0.9126054156205681,1.6038392918178328,94.79457417339636,12146.966143725944,0.016086003176573056,0.01555701857716301,32.645,1,1.0
20260428_202355_234536,SD,3994,1.0,1e-10,False,1.21,2.21,15,15.958437656484728,1514.2333500250375,0.5288924870242557,0.7038393117907057,1.6037869628726082,93.3718384601568,12992.128757599652,0.017404834009338902,0.014385403687887724,31.82,1,1.0
20260428_202408_827866,SD,3995,1.0,1e-10,False,1.21,2.21,15,15.825782227784732,1479.127409261577,0.5338230488914317,0.7548359981833129,1.6037584572204406,92.01189220243435,12372.079314750423,0.018012041605651626,0.013896974956761808,31.7,1,1.0
20260428_202422_379238,SD,3989,1.0,1e-10,False,1.21,2.21,15,15.884682877914264,1518.375532714966,0.5239345745642982,0.7347586641548653,1.60379863894133,93.55080662728666,12431.650670495736,0.015782414198334805,0.015884096861746674,31.724310776942357,1,1.0
20260428_202436_228314,SD,3990,1.0,1e-10,False,1.21,2.21,15,16.01904761904762,1559.9218045112782,0.5284339972334645,0.8664765198090458,1.6038449581481995,95.12957861120694,13904.211402208226,0.01979884880078042,0.012658643385678113,31.548872180451127,1,1.0
20260428_202449_890027,SD,3995,1.0,1e-10,False,1.21,2.21,15,15.723153942428034,1490.4981226533166,0.5290701042558177,0.7539629057465707,1.6037979880478688,92.98064608896753,12443.357056293584,0.0174883376518101,0.014313132334106334,30.97,1,1.0
20260428_202727_798334,SD,3992,1.0,1e-10,False,1.21,2.21,15,15.758517034068136,1528.37374749499,0.5295497504051441,0.8177531966439441,1.603807348568582,93.4731113148819,12529.299003113243,0.017973715919665928,0.013937073620370428,31.55,1,1.0
20260428_202742_494221,SD,3987,1.0,1e-10,False,1.21,2.21,15,15.896162528216705,1531.9493353398545,0.5397529772704378,0.8052000390902896,1.6038028935535937,93.68680694013183,11908.598395565416,0.016442468993532702,0.015254105045517595,31.86967418546366,1,1.0
20260428_202759_337432,SD,3996,1.0,1e-10,False,1.21,2.21,15,15.78028028028028,1506.8883883883884,0.5188047559047192,0.6506788640419208,1.603832220233916,94.3811667502368,12136.963785676051,0.01668568452067336,0.014997901341128272,31.87,1,1.0
20260428_202813_400757,SD,3992,1.0,1e-10,False,1.21,2.21,15,15.796092184368737,1496.2309619238476,0.5321273025593102,0.6870518640484145,1.6037752635805431,92.59986173926333,11831.464225505482,0.017201211857165742,0.014562985682875212,31.53,1,1.0
20260428_202826_860098,SD,3989,1.0,1e-10,False,1.21,2.21,15,15.96339934820757,1549.6625720732013,0.5290038688022304,0.9326352665894782,1.6038830462896052,96.26213988441897,13653.691490986783,0.017880585159001025,0.01402020088321102,32.421052631578945,1,1.0
20260428_202841_384129,SD,3996,1.0,1e-10,False,1.21,2.21,15,15.736736736736736,1492.523023023023,0.5366612748398366,0.7366058659023007,1.6037988724941945,93.26010279065821,11547.370194271714,0.01752438609146381,0.014280115089004345,31.165,1,1.0
20260428_204524_778213,SD,3994,1.0,1e-10,False,1.21,2.21,15,15.83825738607912,1505.9604406609915,0.5352613954479397,0.8104957252779545,1.6038373294152952,94.4987746607702,13177.81809499547,0.01839478966753656,0.013611221866096389,31.145,1,1.0
20260428_212059_476744,SD,3996,1.0,1e-10,False,1.21,2.21,15,15.882382382382382,1480.2007007007007,0.5233490236980815,0.6768840057001531,1.603771209666397,92.64950533996488,12281.728215477531,0.016599476251616414,0.015075791938066813,31.695,1,1.0
20260428_213611_851925,SD,3994,1.0,1e-10,False,1.21,2.21,15,15.71757636454682,1500.337506259389,0.5372471983601114,0.8684020771915418,1.6038014647043668,93.28948020435104,12121.482440298714,0.017709647994351426,0.014137805755646637,31.49,1,1.0
20260428_213632_856299,SD,3993,1.0,1e-10,False,1.21,2.21,15,15.798146756824442,1497.9378913097921,0.5262392451164047,0.7896878873286787,1.603788763107877,92.85360285217544,12726.446404395874,0.017910511319049256,0.013982753619146067,31.22,1,1.0
20260428_213649_433873,SD,3992,1.0,1e-10,False,1.21,2.21,15,15.867735470941884,1524.0240480961925,0.5209421749159304,0.8836510413389197,1.6038015030727282,93.47805284440473,12591.259951523734,0.017483345780958594,0.014327978474053454,31.375,1,1.0
20260428_214730_383054,SD,3988,1.0,1e-10,False,1.21,2.21,15,15.851554663991976,1512.8184553660983,0.5323396918251765,0.7738328836297925,1.60378410271535,92.90678934435192,11636.688635773595,0.01662747446977401,0.015080597911976164,31.458646616541355,1,1.0
20260428_214803_472121,SD,3995,1.0,1e-10,False,1.21,2.21,15,15.847809762202754,1493.7051314142677,0.5376737693285999,0.7658028671065163,1.6038083061046313,93.66999052369637,12739.195591166486,0.01889705964996865,0.013246129067191024,31.295,1,1.0
20260428_222258_042873,SD,3995,1.0,1e-10,False,1.21,2.21,15,15.910888610763454,1504.4871088861075,0.5330801761697824,0.7057045017452321,1.6037503909544513,92.13325797546636,11846.69410313436,0.017692502880477634,0.014147963846884212,31.075,1,1.0
20260428_222316_149388,SD,3994,1.0,1e-10,False,1.21,2.21,15,15.797696544817226,1468.8057085628443,0.5314623629395605,1.2008108964750634,1.603822631726392,93.98119039211863,12167.959295155399,0.017748355421557428,0.014106972584113765,31.31,1,1.0
20260428_222331_466594,SD,3995,1.0,1e-10,False,1.21,2.21,15,15.752690863579474,1502.3759699624532,0.5270152021844766,0.7344979242982366,1.603761477357101,91.95686430214195,11893.85830986996,0.0164560627152186,0.015210983055041623,31.04,1,1.0
20260428_222344_911946,SD,3995,1.0,1e-10,False,1.21,2.21,15,15.820275344180224,1488.2007509386733,0.5320042010138624,0.6515279256504436,1.603783445819517,92.94771763952816,12496.737934291728,0.016505159003489773,0.015165736425863417,31.625,1,1.0
20260428_222358_425361,SD,3995,1.0,1e-10,False,1.21,2.21,15,15.90287859824781,1539.4252816020025,0.5238236350803341,0.7881465531127131,1.6038133442856146,94.08439805211394,12677.85516224425,0.016448411538455075,0.01521805862704011,31.735,1,1.0
