name,N,J,noise,periodic,beta,gamma,mean_degree,r_mean,alpha,Tc,participation_fraction,avg_internal_degree,n_components,largest_component_fraction
SD,508,1.0,1e-10,False,6.410000000000004,6.01,10,0.3865270390947646,1.586677622168641,20.537291707124282,0.04009361823099731,11.882352941176471,1,1.0
SD,1043,1.0,1e-10,False,6.410000000000004,6.01,10,0.4034540712085938,1.5845775072024733,22.951832108406958,0.027226799043124326,13.276190476190477,1,1.0
SD,711,1.0,1e-10,False,6.410000000000004,6.01,10,0.4184889661048524,1.5929042350205753,23.06997203005528,0.029788853987203982,12.253521126760564,1,1.0
SD,528,1.0,1e-10,False,6.410000000000004,6.01,10,0.4084981838325732,1.587461300744152,21.11435632654375,0.04866555362812772,12.830188679245284,1,1.0
SD,654,1.0,1e-10,False,6.610000000000004,6.01,10,0.3870421097296981,1.5859153050825021,17.45078355768757,0.027829335336773106,8.848484848484848,1,1.0
SD,647,1.0,1e-10,False,6.610000000000004,6.01,10,0.3965671551370259,1.588023451326915,22.08799930631658,0.03664162966720385,12.4,1,1.0
SD,684,1.0,1e-10,False,6.610000000000004,6.01,10,0.4229944379845619,1.5790916535987378,16.846115678064006,0.05645237715839512,12.202898550724637,1,1.0
SD,929,1.0,1e-10,False,6.610000000000004,6.01,10,0.3732697765235074,1.6133539590901003,18.600724026607907,0.025753963418241814,10.258064516129032,1,1.0
SD,900,1.0,1e-10,False,6.810000000000004,6.01,10,0.38481545875326234,1.5694803425332933,18.79500803941348,0.02303371557843906,10.177777777777777,1,1.0
SD,496,1.0,1e-10,False,6.810000000000004,6.01,10,0.4139800270609531,2.657724803232499,3.02970857347825,0.0373502709998999,10.12,1,1.0
SD,933,1.0,1e-10,False,6.810000000000004,6.01,10,0.39960800031413496,1.5805818698866407,20.561402769685472,0.024568355049281187,11.638297872340425,1,1.0
SD,518,1.0,1e-10,False,6.810000000000004,6.01,10,0.3961753388775248,1.574029818586811,18.585929501910105,0.04638673517596092,12.73076923076923,1,1.0
SD,1502,1.0,1e-10,False,7.010000000000004,6.01,10,0.38268532738110284,1.559196904318178,18.39982242415684,0.01677447029074811,9.973509933774835,1,1.0
SD,674,1.0,1e-10,False,7.010000000000004,6.01,10,0.38381563875074604,2.1013738797680577,11.188209594289201,0.034011926498070964,12.176470588235293,1,1.0
SD,366,1.0,1e-10,False,7.010000000000004,6.01,10,0.40418102397803174,1.591290709398252,19.643351272511037,0.07639753431728992,12.378378378378379,1,1.0
SD,521,1.0,1e-10,False,7.010000000000004,6.01,10,0.4279720313614405,1.575169933571518,17.88626035995807,0.03944790336443504,11.73076923076923,1,1.0
SD,716,1.0,1e-10,False,7.210000000000004,6.01,10,0.4087767855274551,1.5752974747195356,19.430122116067096,0.03258146361285661,12.027777777777779,1,1.0
SD,952,1.0,1e-10,False,7.210000000000004,6.01,10,0.4029680029966751,1.5622509162693916,17.26419131993448,0.024044668316045074,10.583333333333334,1,1.0
SD,1511,1.0,1e-10,False,7.210000000000004,6.01,10,0.39269639242499205,1.5920261615394549,27.70139773950614,0.01706089694828724,12.490066225165563,1,1.0
SD,778,1.0,1e-10,False,7.210000000000004,6.01,10,0.43540708509288767,1.5564906484356738,17.26600287382802,0.02225876646082167,9.564102564102564,1,1.0
SD,685,1.0,1e-10,False,7.410000000000005,6.01,10,0.41585260751427017,1.5765776153918836,19.821982940358826,0.03810078391046801,11.101449275362318,1,1.0
SD,984,1.0,1e-10,False,7.410000000000005,6.01,10,0.39326075774224034,1.5818676234904998,21.90441237190373,0.02919915328287897,12.484848484848484,1,1.0
SD,1199,1.0,1e-10,False,7.410000000000005,6.01,10,0.3867431418588405,1.5829889710556657,23.412332419977528,0.02097733134092994,11.566666666666666,1,1.0
SD,1179,1.0,1e-10,False,7.410000000000005,6.01,10,0.3915756416503532,1.566280324316314,19.475320638832493,0.016557137470536176,11.847457627118644,1,1.0
