run_id,name,N,J,noise,periodic,beta,gamma,mean_degree,first_moment,second_moment,r_mean,dyson_beta,alpha,Tc,gap0,ipr,participation_fraction,avg_internal_degree,n_components,largest_component_fraction
20260421_161827_863241,SD,4000,1.0,1e-10,False,9.01,4.51,15,15.435,295.977,0.389869171976453,-0.11824502380354,1.5926448044571142,41.103019807513896,1915.1022624336008,0.021143990286636195,0.011823690637902416,16.075,1,1.0
20260421_161841_584147,SD,4000,1.0,1e-10,False,9.01,4.51,15,15.401,297.3205,0.39552963297760635,-0.08639415936744459,1.5889470875080578,39.65019209527449,390.9336918324324,0.02708212147876779,0.009231182283706925,16.07,1,1.0
20260421_161856_241987,SD,4000,1.0,1e-10,False,9.01,4.51,15,15.327,287.7225,0.4085116189651562,-0.1337566555243131,1.570204600269153,30.537363380437952,56.966404877864406,0.02298202716490669,0.010878065638254372,15.43,1,1.0
20260421_161912_747452,SD,4000,1.0,1e-10,False,1.01,5.01,15,15.1775,263.045,0.5312771529193535,0.8962362347409711,1.5857275558512671,23.910371030379405,867.8829961425236,0.000623240237341599,0.40112942814212843,7.095,1,1.0
20260421_161929_928354,SD,4000,1.0,1e-10,False,1.01,5.01,15,15.182,262.936,0.5376252020508636,0.9238140212963553,1.5859055121930858,23.863696453751427,965.998396425786,0.0005797249474295011,0.43123898860744114,6.645,1,1.0
20260421_161947_832027,SD,4000,1.0,1e-10,False,1.01,5.01,15,15.191,262.888,0.5363547266738331,1.1164293009567083,1.5857701298694271,23.891979254014174,938.7111687245106,0.0006229693992140276,0.4013038205655265,7.255,3,0.995
20260421_162002_503757,SD,4000,1.0,1e-10,False,9.01,5.01,15,15.2965,276.1195,0.3848899878885196,-0.1379365576739366,1.5806676023890627,33.88253431422194,746.7148561421147,0.020626025935255914,0.012120609214045293,15.18,1,1.0
20260421_162017_956402,SD,4000,1.0,1e-10,False,9.01,5.01,15,15.1935,271.5645,0.3904605042005299,-0.18807002627912595,1.5788314605984497,32.694772871884396,66.27492883249927,0.02765701944072316,0.00903929653503773,17.235,1,1.0
20260421_162032_077248,SD,4000,1.0,1e-10,False,9.01,5.01,15,15.0665,268.2145,0.39055123394146,-0.12198666191435133,1.5744592051325,31.718668357175428,185.50579544123562,0.02783389562379355,0.00898185447624837,14.685,1,1.0
20260421_162050_565115,SD,4000,1.0,1e-10,False,1.01,5.51,15,15.1695,258.704,0.535864895159471,0.9013402893719725,1.5850822023522235,23.444049232037315,848.333739730724,0.0005557899916600283,0.44981018685367535,6.455,3,0.995
20260421_162106_195287,SD,4000,1.0,1e-10,False,1.01,5.51,15,15.1195,256.3735,0.5387618086936873,0.9471070499991902,1.5850155084586106,23.288118806005254,908.8328514363315,0.0005053374319503267,0.49471894261847266,6.545,3,0.995
20260421_162122_629186,SD,4000,1.0,1e-10,False,1.01,5.51,15,15.236,260.3675,0.5340317777776453,1.1859147956053249,1.5850655368590587,23.446540179247062,884.4483582174419,0.0004826691434802569,0.5179531432181266,5.895,2,0.9975
20260421_162138_699393,SD,4000,1.0,1e-10,False,9.01,5.51,15,14.878,253.569,0.3948123724602495,-0.06007283107537425,1.586693491188605,34.85733096718024,1608.0227476824189,0.029584743166286474,0.008450301515035273,14.09,4,0.9375
20260421_162153_119292,SD,4000,1.0,1e-10,False,9.01,5.51,15,14.8285,249.507,0.39136626714282874,-0.13460901544878576,1.5819637433230618,32.6463472513978,483.354330874822,0.03052215717328987,0.008190771005490285,15.39,6,0.8525
20260421_162208_259138,SD,4000,1.0,1e-10,False,9.01,5.51,15,14.906,253.8545,0.3973678198897325,-0.10635973894759936,1.5841552108753132,33.53335674844066,1345.1632458206398,0.02745223459605811,0.009106726781210652,15.9,1,1.0
