run_id,degree,sum_prob
20260409_182613_477068,67,0.013511658297116334
20260409_182613_477068,5,4.855951751802564e-05
20260409_182613_477068,22,0.1105869271740981
20260409_182613_477068,30,0.015874910547102532
20260409_182613_477068,35,0.0016564295980256254
20260409_182613_477068,25,0.0038873746108760627
20260409_182613_477068,32,0.03455342940273285
20260409_182613_477068,44,0.0006955189060871565
20260409_182613_477068,39,0.03974088371693161
20260409_182613_477068,26,0.04480624668917774
20260409_182613_477068,37,0.003187393570317932
20260409_182613_477068,49,1.665435196315017e-05
20260409_182613_477068,33,0.0029636233138729544
20260409_182613_477068,46,0.00015834922059726952
20260409_182613_477068,27,0.043574644990892634
20260409_182613_477068,34,0.0002865996609873683
20260409_182613_477068,41,1.1227717022958598e-05
20260409_182613_477068,4,3.871867895629816e-05
20260409_182613_477068,36,6.527318372307315e-06
20260409_182613_477068,3,6.912019787089445e-08
20260409_182613_477068,60,9.041679123251369e-06
20260409_182613_477068,47,5.023430411625726e-06
20260409_182613_477068,40,3.653176770688227e-05
20260409_182613_477068,2,9.518984015576114e-09
20260409_182628_486367,8,0.0008985043387126382
20260409_182628_486367,20,0.08773118925145716
20260409_182628_486367,12,0.007884923216178728
20260409_182628_486367,15,0.03889209562456397
20260409_182628_486367,38,0.0005297428005699406
20260409_182628_486367,19,0.08457273026329083
20260409_182628_486367,13,0.007734371477037056
20260409_182628_486367,21,0.028435246044446198
20260409_182628_486367,11,0.003618417200376177
20260409_182628_486367,25,0.04046067150871248
20260409_182628_486367,14,0.013084591089563224
20260409_182628_486367,29,0.018896142460108074
20260409_182628_486367,9,0.002187430739217521
20260409_182628_486367,18,0.049409325321910495
20260409_182628_486367,16,0.05377129278105531
20260409_182628_486367,17,0.07710960720740902
20260409_182628_486367,23,0.03222091219633757
20260409_182628_486367,10,0.01238416416793359
20260409_182628_486367,24,0.050777838173674664
20260409_182628_486367,40,0.05274555889975459
20260409_182628_486367,27,0.02162875252624132
20260409_182628_486367,22,0.06446862662070864
20260409_182628_486367,31,0.011069271315860933
20260409_182628_486367,35,0.024500157349310648
20260409_182628_486367,64,0.0002961577415480834
20260409_182628_486367,7,0.0006046631609836621
20260409_182628_486367,33,0.0007274128422262456
20260409_182628_486367,36,0.054392673242090524
20260409_182628_486367,30,0.01745754644764012
20260409_182628_486367,6,0.00012398777085996122
20260409_182628_486367,45,0.00019497303631066002
20260409_182628_486367,32,0.004185019722011438
20260409_182628_486367,47,0.03321700828842825
20260409_182628_486367,43,0.03966132341385799
20260409_182628_486367,28,0.03303069132219068
20260409_182628_486367,26,0.028125368622161574
20260409_182628_486367,34,0.0003379124321721822
20260409_182628_486367,39,0.0001542898874339931
20260409_182628_486367,49,1.2207056940323423e-05
20260409_182628_486367,41,1.2583790629903753e-05
20260409_182628_486367,42,0.00019239916028648612
20260409_182628_486367,5,4.0376720765662236e-05
20260409_182628_486367,44,1.676527939769981e-05
20260409_182628_486367,48,1.0119257942971782e-05
20260409_182628_486367,37,0.0012513117154582406
20260409_182628_486367,75,0.0007216226064275555
20260409_182628_486367,4,0.00022202063180384082
20260409_182628_486367,1,3.276001632552246e-09
20260409_182642_705516,17,0.06283736998658927
20260409_182642_705516,14,0.04674825259533834
20260409_182642_705516,22,0.04411905713218289
20260409_182642_705516,19,0.07943993775527076
20260409_182642_705516,21,0.03990323148476834
20260409_182642_705516,33,0.01620722781438044
20260409_182642_705516,18,0.059820452786107384
20260409_182642_705516,12,0.027124606951306897
20260409_182642_705516,24,0.02437868376332499
20260409_182642_705516,15,0.052100288201687585
20260409_182642_705516,7,0.0011311415109708136
20260409_182642_705516,13,0.036311818240630386
20260409_182642_705516,16,0.05735640276846836
20260409_182642_705516,8,0.0022182955938999474
20260409_182642_705516,10,0.010542464529504308
20260409_182642_705516,9,0.004010846620952894
20260409_182642_705516,11,0.015209049698036277
20260409_182642_705516,20,0.09103913957524368
20260409_182642_705516,40,0.017678635603432347
20260409_182642_705516,6,0.0007309205496835521
20260409_182642_705516,42,0.049525265263881596
20260409_182642_705516,27,0.02754989123052264
20260409_182642_705516,23,0.0391511102174209
20260409_182642_705516,26,0.03551572941955353
20260409_182642_705516,25,0.027283636095981733
20260409_182642_705516,30,0.03775260241844481
20260409_182642_705516,31,0.013077956043492885
20260409_182642_705516,36,0.008326815804066185
20260409_182642_705516,35,0.010662889308898024
20260409_182642_705516,3,1.9402920286349105e-07
20260409_182642_705516,32,0.008119177711972337
20260409_182642_705516,37,0.006033772432454482
20260409_182642_705516,28,0.019181975494841966
20260409_182642_705516,45,0.0026413818998874483
20260409_182642_705516,34,0.0022398623727820895
20260409_182642_705516,43,0.004714335399766927
20260409_182642_705516,38,0.0027049914919620153
20260409_182642_705516,39,0.002378412871356207
20260409_182642_705516,29,0.008227674873428967
20260409_182642_705516,47,0.0031574629679932214
20260409_182642_705516,5,4.656252951888679e-05
20260409_182642_705516,41,0.0027906091013488
20260409_182642_705516,4,9.86785944206309e-06
20260409_182655_558536,11,0.015891313597654066
20260409_182655_558536,20,0.058843801275307826
20260409_182655_558536,12,0.011086620477726239
20260409_182655_558536,27,0.04856132389713701
20260409_182655_558536,13,0.012276663386476566
20260409_182655_558536,14,0.022595882809957113
20260409_182655_558536,15,0.02296322109239708
20260409_182655_558536,17,0.07763382557554356
20260409_182655_558536,10,0.00612791408314649
20260409_182655_558536,16,0.04151730093891845
20260409_182655_558536,8,0.0023705772719068525
20260409_182655_558536,9,0.0025756653255889508
20260409_182655_558536,19,0.03866159284167333
20260409_182655_558536,33,0.03808183182701472
20260409_182655_558536,21,0.08704977154488125
20260409_182655_558536,22,0.06766597569285965
20260409_182655_558536,25,0.06001808416533181
20260409_182655_558536,38,0.010750543901220117
20260409_182655_558536,7,0.00017626539245497143
20260409_182655_558536,18,0.07291723926940648
20260409_182655_558536,59,5.267351788305275e-05
20260409_182655_558536,28,0.03526399073158873
20260409_182655_558536,26,0.05165367882536871
20260409_182655_558536,24,0.029753150784463903
20260409_182655_558536,23,0.05245634899156371
20260409_182655_558536,30,0.01741806545235363
20260409_182655_558536,34,0.005617909179872609
20260409_182655_558536,31,0.03484159839486836
20260409_182655_558536,36,2.920645245837423e-05
20260409_182655_558536,49,0.0004748153711667239
20260409_182655_558536,35,0.0002088796509197245
20260409_182655_558536,46,0.00026116649970365005
20260409_182655_558536,29,0.014195190540828921
20260409_182655_558536,6,0.0010666143111727183
20260409_182655_558536,40,0.029756202695393495
20260409_182655_558536,50,2.9270817106586324e-05
20260409_182655_558536,41,0.027182878361487545
20260409_182655_558536,5,5.645622909895522e-05
20260409_182655_558536,37,0.0011781983591739697
20260409_182655_558536,44,0.0005162062916715092
20260409_182655_558536,63,3.055580622679743e-05
20260409_182655_558536,32,0.00012449059234002522
20260409_182655_558536,39,1.5433405962279634e-05
20260409_182655_558536,4,5.147919562266009e-05
20260409_182655_558536,3,1.251751004587436e-07
20260409_182708_220089,10,0.011499987510757244
20260409_182708_220089,12,0.025811757558463374
20260409_182708_220089,21,0.052965166924818806
20260409_182708_220089,18,0.07105909696411608
20260409_182708_220089,7,0.001978209757835082
20260409_182708_220089,14,0.05836982790205652
20260409_182708_220089,27,0.022418726935427284
20260409_182708_220089,15,0.06609233055677333
20260409_182708_220089,11,0.016770872933116503
20260409_182708_220089,9,0.008143082251837337
20260409_182708_220089,30,0.025857176466535747
20260409_182708_220089,13,0.034230708463228066
20260409_182708_220089,20,0.064211924762514
20260409_182708_220089,17,0.08490095050400585
20260409_182708_220089,19,0.08151834823888165
20260409_182708_220089,23,0.03731154877120573
20260409_182708_220089,16,0.07180270115059618
20260409_182708_220089,25,0.02356540093937726
20260409_182708_220089,22,0.052014867624192565
20260409_182708_220089,31,0.020557026107163694
20260409_182708_220089,8,0.002864886700753121
20260409_182708_220089,26,0.018908751965725945
20260409_182708_220089,28,0.012620443846259119
20260409_182708_220089,32,0.01053185535484362
20260409_182708_220089,35,0.005221188305185801
20260409_182708_220089,40,0.0005809991441771399
20260409_182708_220089,34,0.010401906869773344
20260409_182708_220089,49,0.009363354773245196
20260409_182708_220089,39,0.0063857123165811415
20260409_182708_220089,24,0.02280726581980511
20260409_182708_220089,33,0.007374985927572086
20260409_182708_220089,36,0.005807587667227991
20260409_182708_220089,38,0.01451657257130339
20260409_182708_220089,2,3.318542789610556e-07
20260409_182708_220089,29,0.008748558398547605
20260409_182708_220089,63,0.02003271655514794
20260409_182708_220089,41,4.1693736859292884e-05
20260409_182708_220089,5,7.2305644900484e-05
20260409_182708_220089,6,0.0003662749090359619
20260409_182708_220089,54,0.0003141121476201702
20260409_182708_220089,44,0.0014387271790930376
20260409_182708_220089,43,0.010109485358657723
20260409_182708_220089,46,0.0004046292859818175
20260409_182708_220089,4,5.941344522221425e-06
20260409_182720_902840,15,0.06570123713686823
