run_id,degree,sum_prob,deg_count
20260429_102255_837759,111,0.002405961108371881,1
20260429_102255_837759,90,0.0018466165360497137,1
20260429_102255_837759,81,0.0037673192837597604,2
20260429_102255_837759,188,0.005229330374556069,1
20260429_102255_837759,219,0.009448287817514736,1
20260429_102255_837759,133,0.0026340402871802655,1
20260429_102255_837759,66,0.0016591432322071843,1
20260429_102255_837759,112,0.0023986707918722074,1
20260429_102255_837759,83,0.0016807636470317765,1
20260429_102255_837759,94,0.0015542860004628322,1
20260429_102255_837759,100,0.002765883371758289,1
20260429_102255_837759,123,0.002999068766676757,1
20260429_102322_021340,5,0.0057022799072834075,355
20260429_102322_021340,10,0.01174778148982142,226
20260429_102322_021340,48,0.005480594901820207,6
20260429_102322_021340,8,0.010128736186799894,287
20260429_102322_021340,2,0.0004147521823105682,118
20260429_102322_021340,9,0.011822182117342546,247
20260429_102322_021340,19,0.006948382691877172,51
20260429_102322_021340,75,0.0021776404250746302,2
20260429_102322_021340,195,0.00625648552307819,1
20260429_102322_021340,42,0.0038229289030186115,8
20260429_102322_021340,297,0.01600420141757547,1
20260429_102322_021340,1059,0.08129919840809163,1
20260429_102322_021340,15,0.008692105506291447,80
20260429_102322_021340,12,0.01163152117695276,155
20260429_102322_021340,181,0.006651462867897903,1
20260429_102322_021340,88,0.005387504638493394,3
20260429_102322_021340,466,0.0294483234800063,1
20260429_102322_021340,3,0.0011436885881086763,201
20260429_102322_021340,92,0.007028787693981121,3
20260429_102322_021340,73,0.004526109724210078,3
20260429_102322_021340,113,0.006085377280133196,2
20260429_102322_021340,11,0.01140001136848117,176
20260429_102322_021340,24,0.006245335330403731,28
20260429_102322_021340,64,0.003804450683493262,3
20260429_102322_021340,7,0.009479608569968639,345
20260429_102322_021340,193,0.017349632734536293,2
20260429_102322_021340,278,0.013682273710735585,1
20260429_102322_021340,45,0.005653696457858476,9
20260429_102322_021340,974,0.07614361906275015,1
20260429_102322_021340,57,0.0022100520259237273,3
20260429_102322_021340,6,0.007593073537079685,350
20260429_102322_021340,65,0.0062012063830754315,5
20260429_102322_021340,22,0.006780977864095249,39
20260429_102322_021340,58,0.0017452401692782133,1
20260429_102322_021340,38,0.0068010598018233,15
20260429_102322_021340,122,0.010404839954261948,3
20260429_102322_021340,329,0.019206730411236436,1
20260429_102322_021340,17,0.00829280601634633,59
20260429_102322_021340,525,0.024683170048743906,1
20260429_102322_021340,55,0.0005479217551616755,1
20260429_102322_021340,14,0.010417207852309533,111
20260429_102322_021340,207,0.008203453469124307,1
20260429_102322_021340,4,0.0026840030588636595,283
20260429_102322_021340,13,0.008828612177833456,112
20260429_102322_021340,41,0.0042905038324232685,7
20260429_102322_021340,36,0.007002557589820378,12
20260429_102322_021340,27,0.006576168799069165,23
20260429_102322_021340,21,0.006835435597837744,37
20260429_102322_021340,18,0.007042091735959895,52
20260429_102322_021340,166,0.0047878834880287074,1
20260429_102322_021340,106,0.005321753554203123,2
20260429_102322_021340,34,0.004300673497392291,12
20260429_102322_021340,172,0.003824401769938835,1
20260429_102322_021340,43,0.003850554254136335,7
20260429_102322_021340,30,0.007393927825093701,23
20260429_102322_021340,426,0.026048214565026786,1
20260429_102322_021340,26,0.004115021570164089,18
20260429_102322_021340,151,0.003351722862568801,1
20260429_102322_021340,70,0.0023854939317534828,3
20260429_102322_021340,54,0.005204732262546168,6
20260429_102322_021340,31,0.004466982381523506,12
20260429_102322_021340,114,0.002616955912951405,1
20260429_102322_021340,118,0.003919880236730421,2
20260429_102322_021340,143,0.008582799873433218,2
20260429_102322_021340,77,0.000830228823475677,1
20260429_102322_021340,125,0.0018539002409099713,1
20260429_102322_021340,37,0.0038624447746159786,9
20260429_102322_021340,69,0.0025072217328651627,2
20260429_102322_021340,94,0.0038993362060651747,2
