name,N,J,noise,periodic,beta,gamma,r_mean,alpha,Tc,participation_fraction,avg_internal_degree,n_components,largest_component_fraction
SD,816,1.0,1e-10,False,5.410000000000003,5.81,0.4022025116624723,1.5815799814290303,20.725689907817337,0.03628662066150957,12.75609756097561,1,1.0
SD,1397,1.0,1e-10,False,5.610000000000003,5.81,0.39715931958642037,1.5478366963586991,16.622350172290734,0.014665128506392238,10.542857142857143,1,1.0
SD,2000,1.0,1e-10,False,5.810000000000003,5.81,0.3920479035172184,1.5799241493483136,22.53224107989262,0.012058151360364134,9.97,1,1.0
SD,2000,1.0,1e-10,False,1.01,2.01,0.5362895710775064,1.6061769848400351,111.30624408939525,0.04224580145144764,44.66,1,1.0
SD,2000,1.0,1e-10,False,1.01,2.01,0.5365562445856592,1.6061885537176674,112.08372456029842,0.039736865554920495,43.52,1,1.0
SD,1999,1.0,1e-10,False,1.01,2.01,0.5423667380519241,1.606167740140158,111.22650250914076,0.040538875600311386,43.42,1,1.0
SD,2000,1.0,1e-10,False,1.01,2.01,0.5490117872108201,1.6061557883907893,110.66687688608715,0.04302634573935265,43.77,1,1.0
SD,2000,1.0,1e-10,False,1.21,2.01,0.536448602944441,1.6064088153080252,123.39338551482055,0.041233362402009435,49.98,1,1.0
SD,2000,1.0,1e-10,False,1.21,2.01,0.5401725666417904,1.6064016102558367,123.7279241190838,0.04136934128550576,50.2,1,1.0
SD,1997,1.0,1e-10,False,1.21,2.01,0.5413884545849657,1.6063908515092657,122.48381090246232,0.04128464275576922,49.35,1,1.0
SD,2000,1.0,1e-10,False,1.21,2.01,0.521316684298879,1.606402849294364,123.55943638754573,0.041913414736723435,50.04,1,1.0
SD,2000,1.0,1e-10,False,1.41,2.01,0.5377317342727324,1.6065333873075394,134.01399248679905,0.0424292261037854,55.28,1,1.0
SD,2000,1.0,1e-10,False,1.41,2.01,0.5395043098585073,1.6065215534301054,133.09632137292814,0.04124229235265846,54.49,1,1.0
SD,2000,1.0,1e-10,False,1.41,2.01,0.5328379870315608,1.606533858157232,133.29757004037822,0.040983679419320844,54.22,1,1.0
SD,1999,1.0,1e-10,False,1.41,2.01,0.5292378859773803,1.606516011376626,132.2610097619401,0.041866157561656986,54.06,1,1.0
SD,1998,1.0,1e-10,False,1.6099999999999999,2.01,0.5340056062870009,1.6065917190852401,138.36032087110624,0.04274926634626175,57.78,1,1.0
SD,1999,1.0,1e-10,False,1.6099999999999999,2.01,0.5397683981869821,1.606583561513179,136.92793516061846,0.041038364499912265,56.42,1,1.0
SD,2000,1.0,1e-10,False,1.6099999999999999,2.01,0.5251144004191728,1.6065994200634877,138.92795453565788,0.042766537306170235,57.52,1,1.0
SD,2000,1.0,1e-10,False,1.6099999999999999,2.01,0.5302500218703535,1.6065855158971112,137.36606346119913,0.04262762685153844,56.27,1,1.0
SD,1997,1.0,1e-10,False,1.8099999999999998,2.01,0.5368202720014903,1.60664761861304,142.61137523585464,0.040628887748819675,59.13,1,1.0
SD,1998,1.0,1e-10,False,1.8099999999999998,2.01,0.5260280430462965,1.6066532235042075,143.23038294058298,0.040335762806278264,58.31,1,1.0
SD,1999,1.0,1e-10,False,1.8099999999999998,2.01,0.534494090399152,1.6066354172544146,141.77774551250624,0.04084457597020802,58.29,1,1.0
SD,1997,1.0,1e-10,False,1.8099999999999998,2.01,0.5359155553993089,1.6066782507778832,144.90029904198923,0.042453781199020275,60.02,1,1.0
SD,2000,1.0,1e-10,False,2.01,2.01,0.533025962814166,1.6066834252914999,145.97977379875257,0.04238920433187947,61.1,1,1.0
SD,2000,1.0,1e-10,False,2.01,2.01,0.5418513359262468,1.6066598350333745,143.69730088268642,0.041832281943929656,59.45,1,1.0
SD,1999,1.0,1e-10,False,2.01,2.01,0.539223664468223,1.6066777389807667,147.43089577297826,0.04342546636891135,61.6,1,1.0
